tstamp,cuisine,critical_flag,borough
2020-02-20,Mediterranean,Critical,Brooklyn
2020-03-09,Italian,Critical,Manhattan
2020-02-10,Mexican,Not Critical,Staten Island
2020-02-12,Mediterranean,Not Critical,Manhattan
2020-02-11,Asian,Critical,Queens
2020-03-12,Bakery Products/Desserts,Critical,Manhattan
2020-02-13,Bakery,Critical,Queens
2020-02-24,Asian,Critical,Brooklyn
2020-02-12,Specialty,Not Critical,Manhattan
2020-02-13,International,Critical,Queens
2020-03-09,Asian,Not Critical,Brooklyn
2020-02-24,Pizza,Not Critical,Bronx
2020-02-24,Asian,Critical,Queens
2020-02-24,Italian,Critical,Manhattan
2020-02-03,Asian,Not Critical,Manhattan
2020-03-02,American,Not Critical,Manhattan
2020-03-04,Mexican,Not Critical,Brooklyn
2020-03-04,Mexican,Not Critical,Brooklyn
2020-02-18,Mediterranean,Critical,Queens
2020-03-02,Mediterranean,Not Critical,Brooklyn
2020-02-05,Mexican,Critical,Brooklyn
2020-02-12,Asian,Not Critical,Queens
2020-02-12,Asian,Not Critical,Queens
2020-02-28,Asian,Critical,Manhattan
2020-02-11,International,Critical,Manhattan
2020-02-24,Asian,Critical,Queens
2020-02-12,Latin/Caribbean,Critical,Staten Island
2020-02-13,Asian,Not Critical,Queens
2020-02-26,Pizza,Critical,Queens
2020-02-27,Asian,Not Critical,Queens
2020-03-06,American,Critical,Manhattan
2020-02-05,Specialty,Critical,Brooklyn
2020-02-25,Asian,Critical,Brooklyn
2020-02-12,Latin/Caribbean,Critical,Staten Island
2020-02-26,Asian,Not Critical,Bronx
2020-03-13,American,Not Critical,Manhattan
2020-03-13,American,Not Critical,Manhattan
2020-02-20,Mediterranean,Not Critical,Brooklyn
2020-02-11,International,Not Critical,Queens
2020-02-13,American,Critical,Manhattan
2020-03-03,American,Not Critical,Manhattan
2020-03-03,American,Not Critical,Manhattan
2020-03-12,Specialty,Not Critical,Staten Island
2020-02-18,Deli/Buffett,Not Critical,Manhattan
2020-02-18,Deli/Buffett,Not Critical,Manhattan
2020-02-20,American,Critical,Bronx
2020-02-21,Bakery Products/Desserts,Not Critical,Manhattan
2020-03-04,Coffee/Tea,Not Critical,Manhattan
2020-03-03,Asian/Asian Fusion,Not Critical,Manhattan
2020-02-26,Asian,Critical,Brooklyn
2020-02-19,Mediterranean,Critical,Brooklyn
2020-02-06,Coffee/Tea,Not Critical,Manhattan
2020-02-27,Asian,Critical,Queens
2020-02-11,Mediterranean,Critical,Staten Island
2020-02-13,American,Not Critical,Brooklyn
2020-03-05,Coffee/Tea,Not Critical,Queens
2020-03-11,Pizza,Not Critical,Manhattan
2020-03-11,Pizza,Not Critical,Manhattan
2020-02-29,American,Critical,Queens
2020-03-03,Specialty,Critical,Manhattan
2020-03-16,American,Critical,Manhattan
2020-02-20,Specialty,Critical,Manhattan
2020-03-04,Specialty,Critical,Brooklyn
2020-03-04,Mediterranean,Critical,Queens
2020-02-06,Asian/Asian Fusion,Critical,Bronx
2020-02-27,Asian,Critical,Manhattan
2020-03-11,Soups & Sandwiches,Critical,Queens
2020-03-04,Bakery,Critical,Staten Island
2020-02-04,Asian,Critical,Brooklyn
2020-03-16,Coffee/Tea,Critical,Manhattan
2020-02-05,American,Not Critical,Manhattan
2020-02-14,Asian,Not Critical,Brooklyn
2020-02-14,Asian,Not Critical,Brooklyn
2020-02-28,American,Critical,Bronx
2020-03-10,Asian,Critical,Queens
2020-02-24,Frozen Desserts,Critical,Manhattan
2020-02-11,Pizza,Critical,Manhattan
2020-02-03,American,Critical,Manhattan
2020-03-02,Coffee/Tea,Critical,Brooklyn
2020-02-19,American,Critical,Manhattan
2020-02-18,Asian,Critical,Brooklyn
2020-03-03,Asian,Critical,Bronx
2020-03-02,Bakery,Not Critical,Queens
2020-02-07,American,Critical,Brooklyn
2020-02-06,Asian,Critical,Queens
2020-02-12,Specialty,Not Critical,Brooklyn
2020-03-03,Coffee/Tea,Not Critical,Manhattan
2020-03-03,Coffee/Tea,Not Critical,Manhattan
2020-02-05,Latin American,Not Critical,Manhattan
2020-02-28,Mediterranean,Not Critical,Manhattan
2020-02-19,Frozen Desserts,Not Critical,Queens
2020-02-07,Mediterranean,Not Critical,Manhattan
2020-02-07,Coffee/Tea,Not Critical,Manhattan
2020-02-21,American,Critical,Manhattan
2020-03-16,Specialty,Not Critical,Brooklyn
2020-03-16,Specialty,Not Critical,Brooklyn
2020-02-03,Specialty,Not Critical,Brooklyn
2020-03-06,Bakery Products/Desserts,Not Critical,Brooklyn
2020-02-19,American,Critical,Queens
2020-03-09,Latin American,Not Critical,Queens
2020-02-12,American,Critical,Brooklyn
2020-03-12,Soups & Sandwiches,Not Critical,Manhattan
2020-02-21,Mexican,Not Critical,Brooklyn
2020-02-21,Mexican,Not Critical,Brooklyn
2020-02-28,American,Not Critical,Manhattan
2020-02-28,American,Not Critical,Manhattan
2020-02-28,American,Not Critical,Manhattan
2020-02-10,American,Critical,Bronx
2020-02-18,Asian,Not Critical,Brooklyn
2020-03-16,Latin/Caribbean,Not Critical,Brooklyn
2020-03-16,Latin/Caribbean,Not Critical,Brooklyn
2020-03-16,Latin/Caribbean,Not Critical,Brooklyn
2020-02-15,American,Critical,Manhattan
2020-02-28,Specialty,Critical,Bronx
2020-02-25,American,Not Critical,Manhattan
2020-02-19,Bakery Products/Desserts,Not Critical,Queens
2020-03-05,Asian,Not Critical,Queens
2020-03-05,Asian,Not Critical,Queens
2020-02-24,American,Critical,Queens
2020-02-03,Asian/Asian Fusion,Critical,Brooklyn
2020-02-19,American,Not Critical,Queens
2020-02-27,Asian,Critical,Queens
2020-03-03,Asian,Critical,Queens
2020-02-15,Asian/Asian Fusion,Not Critical,Brooklyn
2020-03-03,Italian,Critical,Queens
2020-02-03,American,Critical,Manhattan
2020-02-03,Latin American,Not Critical,Bronx
2020-02-27,Asian,Critical,Queens
2020-02-06,Pizza,Not Critical,Brooklyn
2020-02-11,Asian,Not Critical,Staten Island
2020-02-11,Asian,Not Critical,Staten Island
2020-03-11,Bakery,Critical,Manhattan
2020-03-03,Mediterranean,Critical,Queens
2020-02-18,Latin/Caribbean,Critical,Manhattan
2020-02-04,Italian,Critical,Manhattan
2020-03-02,Bakery,Not Critical,Staten Island
2020-03-10,American,Not Critical,Brooklyn
2020-03-10,American,Not Critical,Brooklyn
2020-03-10,American,Not Critical,Brooklyn
2020-02-26,American,Not Critical,Manhattan
2020-02-25,Specialty,Not Critical,Queens
2020-03-04,Bakery Products/Desserts,Critical,Queens
2020-03-03,Mediterranean,Not Critical,Bronx
2020-03-03,Mediterranean,Not Critical,Bronx
2020-02-11,Southeast Asian,Critical,Manhattan
2020-03-05,Asian,Critical,Queens
2020-03-05,Pizza,Critical,Queens
2020-02-27,Asian,Not Critical,Queens
2020-02-26,Pizza,Not Critical,Manhattan
2020-02-26,Pizza,Not Critical,Manhattan
2020-03-07,American,Critical,Brooklyn
2020-02-19,Italian,Not Critical,Brooklyn
2020-03-06,Coffee/Tea,Not Critical,Manhattan
2020-03-06,Coffee/Tea,Critical,Manhattan
2020-02-22,American,Critical,Brooklyn
2020-03-16,Asian,Critical,Brooklyn
2020-02-15,American,Not Critical,Manhattan
2020-02-06,American,Critical,Queens
2020-02-18,Pizza,Critical,Bronx
2020-02-18,Latin/Caribbean,Not Critical,Queens
2020-03-06,Coffee/Tea,Critical,Manhattan
2020-02-10,American,Critical,Manhattan
2020-03-02,Asian,Not Critical,Queens
2020-03-02,Asian,Not Critical,Queens
2020-03-02,Asian,Not Critical,Queens
2020-02-13,Asian,Critical,Queens
2020-02-26,Latin/Caribbean,Critical,Brooklyn
2020-02-03,Asian,Not Critical,Queens
2020-02-03,Asian,Not Critical,Queens
2020-03-16,Coffee/Tea,Critical,Brooklyn
2020-02-25,Mexican,Critical,Brooklyn
2020-02-10,American,Not Critical,Queens
2020-02-10,American,Not Critical,Queens
2020-02-10,American,Not Critical,Queens
2020-03-07,Pizza,Not Critical,Brooklyn
2020-02-12,Italian,Not Critical,Staten Island
2020-03-02,Mexican,Critical,Queens
2020-03-16,Asian,Critical,Bronx
2020-03-03,American,Not Critical,Manhattan
2020-03-12,American,Critical,Manhattan
2020-02-20,American,Not Critical,Staten Island
2020-02-20,American,Not Critical,Staten Island
2020-03-10,American,Critical,Manhattan
2020-03-03,International,Not Critical,Brooklyn
2020-02-05,American,Critical,Brooklyn
2020-02-06,Pizza,Not Critical,Queens
2020-02-04,Frozen Desserts,Critical,Queens
2020-03-04,Coffee/Tea,Critical,Manhattan
2020-03-02,Bakery Products/Desserts,Critical,Queens
2020-03-07,Other,Critical,Brooklyn
2020-02-26,American,Not Critical,Queens
2020-03-05,Bakery,Not Critical,Staten Island
2020-03-12,Bakery,Not Critical,Queens
2020-02-04,Frozen Desserts,Critical,Queens
2020-02-03,Italian,Critical,Manhattan
2020-02-12,Asian,Critical,Manhattan
2020-02-10,Mexican,Critical,Manhattan
2020-02-13,Asian,Not Critical,Queens
2020-02-20,Other,Not Critical,Manhattan
2020-11-16,Mediterranean,Critical,Queens
2020-02-05,Asian,Critical,Queens
2020-03-02,Southeast Asian,Not Critical,Brooklyn
2020-02-03,American,Critical,Queens
2020-02-19,Mediterranean,Not Critical,Queens
2020-02-22,Asian,Not Critical,Queens
2020-02-22,Asian,Not Critical,Queens
2020-02-12,American,Critical,Staten Island
2020-02-10,American,Critical,Manhattan
2020-02-13,Specialty,Critical,Manhattan
2020-03-03,Pizza,Not Critical,Brooklyn
2020-03-03,Southeast Asian,Not Critical,Queens
2020-02-07,American,Critical,Manhattan
2020-02-24,Mediterranean,Critical,Manhattan
2020-03-13,Latin/Caribbean,Critical,Brooklyn
2020-03-12,Specialty,Critical,Brooklyn
2020-03-02,Coffee/Tea,Not Critical,Brooklyn
2020-02-19,Soups/Salads/Sandwiches,Not Critical,Brooklyn
2020-02-26,American,Not Critical,Manhattan
2020-02-26,American,Not Critical,Manhattan
2020-02-26,American,Not Critical,Manhattan
2020-03-02,Coffee/Tea,Not Critical,Staten Island
2020-03-02,American,Critical,Manhattan
2020-03-12,Asian/Asian Fusion,Not Critical,Manhattan
2020-03-11,Asian,Not Critical,Queens
2020-03-03,Pizza,Critical,Brooklyn
2020-02-18,Asian,Critical,Brooklyn
2020-03-09,Asian,Not Critical,Manhattan
2020-03-05,Bottled Beverages,Critical,Brooklyn
2020-02-12,American,Critical,Brooklyn
2020-03-05,Asian,Not Critical,Queens
2020-02-24,Asian,Not Critical,Bronx
2020-02-11,International,Not Critical,Queens
2020-03-04,International,Critical,Manhattan
2020-03-12,Asian,Critical,Brooklyn
2020-02-13,Asian,Critical,Queens
2020-02-20,American,Not Critical,Queens
2020-02-20,American,Not Critical,Queens
2020-02-20,American,Not Critical,Queens
2020-02-20,Italian,Not Critical,Brooklyn
2020-02-20,Italian,Not Critical,Brooklyn
2020-03-04,Latin/Caribbean,Critical,Staten Island
2020-02-24,Specialty,Not Critical,Bronx
2020-03-12,Asian,Critical,Brooklyn
2020-02-11,Mediterranean,Critical,Queens
2020-02-26,Pizza,Critical,Manhattan
2020-02-03,Asian,Not Critical,Manhattan
2020-02-27,Asian,Critical,Queens
2020-03-05,Asian,Critical,Brooklyn
2020-02-21,Asian,Not Critical,Manhattan
2020-02-15,Latin/Caribbean,Not Critical,Brooklyn
2020-02-24,Specialty,Not Critical,Brooklyn
2020-03-06,American,Not Critical,Manhattan
2020-02-28,American,Not Critical,Brooklyn
2020-02-18,Asian,Critical,Manhattan
2020-03-16,Asian,Critical,Bronx
2020-03-13,American,Not Critical,Manhattan
2020-03-10,Latin American,Not Critical,Queens
2020-03-03,Asian,Not Critical,Queens
2020-02-07,Mediterranean,Critical,Manhattan
2020-02-05,Coffee/Tea,Not Critical,Queens
2020-03-02,Soups & Sandwiches,Critical,Queens
2020-03-09,Mexican,Not Critical,Queens
2020-03-04,International,Critical,Manhattan
2020-02-27,Pizza,Critical,Queens
2020-02-05,Mexican,Critical,Bronx
2020-03-05,Bakery,Not Critical,Queens
2020-02-25,International,Critical,Brooklyn
2020-02-18,Southeast Asian,Critical,Manhattan
2020-02-18,Asian,Not Critical,Brooklyn
2020-02-18,Asian,Not Critical,Brooklyn
2020-02-05,Specialty,Not Critical,Queens
2020-03-03,Pizza,Not Critical,Manhattan
2020-03-03,Pizza,Not Critical,Manhattan
2020-03-12,Asian,Critical,Brooklyn
2020-02-27,American,Not Critical,Manhattan
2020-02-19,American,Not Critical,Bronx
2020-03-11,Coffee/Tea,Critical,Manhattan
2020-02-11,International,Critical,Staten Island
2020-02-05,International,Not Critical,Manhattan
2020-03-02,Asian,Not Critical,Queens
2020-03-02,Asian,Not Critical,Queens
2020-02-12,Pizza,Not Critical,Manhattan
2020-03-16,International,Critical,Manhattan
2020-02-22,Mexican,Critical,Brooklyn
2020-03-04,Italian,Critical,Manhattan
2020-02-12,Asian,Not Critical,Staten Island
2020-02-12,Italian,Critical,Manhattan
2020-02-26,Asian,Not Critical,Brooklyn
2020-02-13,Pizza,Critical,Manhattan
2020-03-12,Mexican,Not Critical,Brooklyn
2020-03-04,International,Critical,Bronx
2020-02-24,Mexican,Critical,Brooklyn
2020-02-18,American,Critical,Brooklyn
2020-02-12,American,Critical,Manhattan
2020-03-09,Asian,Critical,Brooklyn
2020-03-02,American,Not Critical,Brooklyn
2020-03-10,Mediterranean,Critical,Manhattan
2020-02-11,Italian,Critical,Staten Island
2020-02-14,Asian,Not Critical,Brooklyn
2020-02-26,Asian,Critical,Bronx
2020-02-28,Latin/Caribbean,Not Critical,Brooklyn
2020-02-19,Specialty,Not Critical,Brooklyn
2020-03-12,Specialty,Critical,Staten Island
2020-03-14,Latin American,Not Critical,Queens
2020-02-03,Specialty,Critical,Bronx
2020-03-04,American,Critical,Queens
2020-02-24,American,Critical,Manhattan
2020-02-24,American,Critical,Manhattan
2020-02-24,American,Critical,Manhattan
2020-02-24,Asian/Asian Fusion,Critical,Manhattan
2020-03-16,American,Not Critical,Brooklyn
2020-03-02,Specialty,Not Critical,Manhattan
2020-02-07,Specialty,Not Critical,Brooklyn
2020-02-03,Italian,Critical,Manhattan
2020-02-05,Pizza,Critical,Brooklyn
2020-02-12,Pizza,Not Critical,Staten Island
2020-02-12,Pizza,Not Critical,Staten Island
2020-02-26,Soups & Sandwiches,Not Critical,Manhattan
2020-03-09,Asian,Critical,Brooklyn
2020-03-12,Mexican,Not Critical,Manhattan
2020-02-08,American,Critical,Queens
2020-02-18,Pizza,Not Critical,Bronx
2020-02-10,American,Critical,Manhattan
2020-02-22,Mediterranean,Not Critical,Queens
2020-02-22,Mediterranean,Not Critical,Queens
2020-02-29,Mediterranean,Critical,Queens
2020-02-29,Mediterranean,Critical,Queens
2020-02-06,Specialty,Not Critical,Queens
2020-02-28,Specialty,Critical,Manhattan
2020-02-15,Asian,Critical,Queens
2020-03-13,Latin American,Not Critical,Manhattan
2020-02-05,American,Not Critical,Brooklyn
2020-03-03,Asian,Not Critical,Manhattan
2020-03-03,Asian,Not Critical,Manhattan
2020-03-12,American,Critical,Brooklyn
2020-03-12,Specialty,Not Critical,Manhattan
2020-03-03,Asian,Not Critical,Manhattan
2020-03-03,Asian,Not Critical,Queens
2020-03-11,Coffee/Tea,Not Critical,Staten Island
2020-03-16,Coffee/Tea,Not Critical,Manhattan
2020-02-27,Asian/Asian Fusion,Not Critical,Queens
2020-02-14,Asian,Not Critical,Manhattan
2020-03-06,American,Critical,Manhattan
2020-02-26,Italian,Critical,Staten Island
2020-02-19,Asian/Asian Fusion,Critical,Queens
2020-02-24,Latin/Caribbean,Not Critical,Brooklyn
2020-02-25,Bakery,Not Critical,Bronx
2020-02-19,African,Critical,Bronx
2020-02-18,Specialty,Critical,Manhattan
2020-03-02,Soups & Sandwiches,Critical,Bronx
2020-02-05,Coffee/Tea,Critical,Brooklyn
2020-02-10,American,Not Critical,Manhattan
2020-03-09,Latin/Caribbean,Not Critical,Queens
2020-02-25,Latin American,Critical,Queens
2020-02-26,Asian/Asian Fusion,Critical,Manhattan
2020-02-13,Pizza,Critical,Queens
2020-03-11,Mexican,Critical,Manhattan
2020-03-05,International,Critical,Queens
2020-03-10,Mediterranean,Not Critical,Brooklyn
2020-03-04,Specialty,Not Critical,Staten Island
2020-03-09,American,Critical,Manhattan
2020-02-25,Latin American,Critical,Queens
2020-02-06,Mediterranean,Critical,Queens
2020-02-11,Latin/Caribbean,Not Critical,Queens
2020-03-04,Specialty,Not Critical,Manhattan
2020-03-04,Specialty,Not Critical,Manhattan
2020-02-27,American,Critical,Manhattan
2020-03-02,Latin/Caribbean,Critical,Bronx
2020-03-16,Specialty,Not Critical,Queens
2021-04-07,African,Not Critical,Manhattan
2020-02-03,Asian,Critical,Brooklyn
2020-03-10,International,Not Critical,Manhattan
2020-02-20,Asian,Critical,Queens
2020-02-07,Mediterranean,Not Critical,Manhattan
2020-02-20,Asian/Asian Fusion,Critical,Queens
2020-03-09,Coffee/Tea,Not Critical,Queens
2020-03-09,American,Not Critical,Manhattan
2020-03-13,Mexican,Not Critical,Brooklyn
2020-02-13,Southeast Asian,Not Critical,Queens
2020-02-27,Mexican,Critical,Brooklyn
2020-02-27,American,Critical,Manhattan
2020-02-27,American,Critical,Manhattan
2020-02-25,Mediterranean,Not Critical,Staten Island
2020-03-16,Pizza,Critical,Manhattan
2020-03-05,Asian,Not Critical,Brooklyn
2020-02-03,International,Not Critical,Manhattan
2020-02-26,Specialty,Critical,Bronx
2020-02-18,Latin/Caribbean,Critical,Brooklyn
2020-02-13,Asian/Asian Fusion,Critical,Brooklyn
2020-03-11,Asian/Asian Fusion,Critical,Bronx
2020-02-03,Asian/Asian Fusion,Critical,Brooklyn
2020-03-11,Specialty,Not Critical,Queens
2020-03-03,Specialty,Not Critical,Brooklyn
2020-02-05,American,Critical,Queens
2020-03-03,Italian,Critical,Queens
2020-02-24,Specialty,Not Critical,Brooklyn
2020-03-05,Latin American,Critical,Queens
2020-02-13,Italian,Not Critical,Manhattan
2020-02-18,International,Critical,Manhattan
2020-03-04,Latin/Caribbean,Critical,Brooklyn
2020-02-26,Asian,Not Critical,Brooklyn
2020-02-22,Latin/Caribbean,Critical,Queens
2020-02-18,Coffee/Tea,Critical,Brooklyn
2020-02-19,Bakery,Critical,Manhattan
2020-02-14,Soups & Sandwiches,Critical,Queens
2020-02-13,American,Not Critical,Manhattan
2020-02-28,Bottled Beverages,Critical,Manhattan
2020-02-26,Italian,Not Critical,Staten Island
2020-02-19,American,Critical,Manhattan
2020-02-07,Coffee/Tea,Critical,Manhattan
2020-02-03,Mexican,Critical,Manhattan
2020-03-05,Asian,Not Critical,Manhattan
2020-03-16,Coffee/Tea,Critical,Manhattan
2020-02-18,Bakery Products/Desserts,Not Critical,Queens
2020-03-07,American,Critical,Queens
2020-02-11,Deli/Buffett,Not Critical,Manhattan
2020-02-11,Mediterranean,Critical,Queens
2020-02-26,Asian,Not Critical,Brooklyn
2020-03-11,Asian,Critical,Manhattan
2020-02-13,Southeast Asian,Critical,Queens
2020-02-10,Mediterranean,Not Critical,Brooklyn
2020-03-09,Pizza,Critical,Manhattan
2020-03-09,Asian,Critical,Brooklyn
2020-02-27,Pizza,Critical,Staten Island
2020-02-28,Specialty,Not Critical,Manhattan
2020-03-10,Mediterranean,Not Critical,Queens
2020-03-02,Latin/Caribbean,Critical,Brooklyn
2020-02-25,Specialty,Critical,Queens
2020-02-25,Specialty,Critical,Queens
2020-02-25,American,Not Critical,Queens
2020-02-06,Mediterranean,Not Critical,Bronx
2020-02-06,Mediterranean,Not Critical,Queens
2020-02-19,Southeast Asian,Not Critical,Staten Island
2020-02-27,American,Not Critical,Queens
2020-02-19,Coffee/Tea,Critical,Queens
2020-03-12,American,Not Critical,Brooklyn
2020-02-11,Mediterranean,Not Critical,Queens
2020-02-26,International,Not Critical,Bronx
2020-02-27,Asian/Asian Fusion,Critical,Manhattan
2020-02-14,Soups & Sandwiches,Critical,Manhattan
2020-02-24,Southeast Asian,Not Critical,Brooklyn
2020-02-19,Asian/Asian Fusion,Critical,Manhattan
2020-02-18,Asian,Critical,Brooklyn
2020-02-13,Latin/Caribbean,Critical,Queens
2020-02-03,International,Critical,Manhattan
2020-02-18,Asian,Not Critical,Queens
2020-02-18,Asian,Not Critical,Queens
2020-02-18,Coffee/Tea,Not Critical,Brooklyn
2020-02-19,Asian,Not Critical,Brooklyn
2020-02-19,Asian,Not Critical,Brooklyn
2020-03-16,Mexican,Critical,Brooklyn
2020-02-05,American,Not Critical,Manhattan
2020-03-12,Mediterranean,Critical,Brooklyn
2020-02-20,American,Not Critical,Brooklyn
2020-02-26,Mediterranean,Critical,Queens
2020-03-06,American,Not Critical,Queens
2020-02-22,Bakery Products/Desserts,Not Critical,Queens
2020-03-03,Specialty,Critical,Manhattan
2020-02-27,Asian,Critical,Brooklyn
2020-02-26,American,Not Critical,Brooklyn
2020-02-03,Asian,Not Critical,Manhattan
2020-02-04,Latin American,Critical,Queens
2020-03-09,American,Not Critical,Manhattan
2020-03-03,Asian,Critical,Queens
2020-02-19,Asian,Critical,Bronx
2020-03-12,Mexican,Critical,Manhattan
2020-02-10,American,Critical,Queens
2020-03-13,Coffee/Tea,Critical,Manhattan
2020-02-11,Latin/Caribbean,Critical,Queens
2020-02-20,Latin/Caribbean,Not Critical,Brooklyn
2020-02-27,American,Not Critical,Manhattan
2020-02-27,American,Not Critical,Manhattan
2020-02-06,Asian,Not Critical,Queens
2020-02-05,Pizza,Not Critical,Bronx
2020-02-15,Other,Critical,Brooklyn
2020-02-05,Coffee/Tea,Critical,Manhattan
2020-03-13,Asian,Critical,Manhattan
2020-02-13,International,Critical,Brooklyn
2020-02-11,Asian,Critical,Queens
2020-03-04,American,Not Critical,Queens
2020-02-19,Italian,Not Critical,Manhattan
2020-02-18,Asian/Asian Fusion,Not Critical,Manhattan
2020-02-18,Asian/Asian Fusion,Not Critical,Manhattan
2020-02-15,Latin American,Not Critical,Queens
2020-02-19,Mediterranean,Not Critical,Bronx
2020-02-21,Mediterranean,Critical,Brooklyn
2020-03-05,Asian,Critical,Staten Island
2020-03-02,Asian,Not Critical,Staten Island
2020-03-09,Asian,Not Critical,Brooklyn
2020-02-13,Latin American,Critical,Queens
2020-02-06,Pizza,Not Critical,Brooklyn
2020-02-26,Soups & Sandwiches,Not Critical,Staten Island
2020-02-04,American,Not Critical,Queens
2020-02-22,Asian,Critical,Queens
2020-02-24,Asian,Critical,Manhattan
2020-02-29,Mexican,Critical,Queens
2020-03-12,Soups & Sandwiches,Not Critical,Queens
2020-02-03,American,Not Critical,Manhattan
2020-03-04,Asian,Not Critical,Staten Island
2020-02-22,International,Not Critical,Brooklyn
2020-02-20,American,Not Critical,Queens
2020-03-03,Coffee/Tea,Not Critical,Queens
2020-03-13,American,Not Critical,Manhattan
2020-03-13,American,Not Critical,Manhattan
2020-02-27,American,Not Critical,Manhattan
2020-02-06,Latin American,Not Critical,Queens
2020-02-18,Mexican,Critical,Brooklyn
2020-03-04,Italian,Critical,Manhattan
2020-03-12,American,Critical,Manhattan
2020-03-12,American,Critical,Manhattan
2020-02-14,Bakery,Critical,Queens
2020-03-09,Mexican,Critical,Queens
2020-02-15,Latin American,Critical,Queens
2020-02-29,Latin American,Critical,Queens
2020-03-03,Italian,Critical,Staten Island
2020-02-11,International,Critical,Queens
2020-02-04,Italian,Critical,Manhattan
2020-03-13,Coffee/Tea,Not Critical,Manhattan
2020-03-13,Coffee/Tea,Not Critical,Manhattan
2020-02-19,Asian,Critical,Bronx
2020-02-14,Asian,Critical,Brooklyn
2020-02-14,American,Critical,Manhattan
2020-02-07,American,Not Critical,Manhattan
2020-02-11,Frozen Desserts,Not Critical,Staten Island
2020-02-21,Latin American,Not Critical,Bronx
2020-02-19,Deli/Buffett,Critical,Manhattan
2020-02-11,Pizza,Critical,Staten Island
2020-03-10,Bakery,Critical,Manhattan
2020-03-05,American,Not Critical,Queens
2020-02-28,Asian,Critical,Manhattan
2020-03-10,Specialty,Not Critical,Queens
2020-03-10,Specialty,Not Critical,Queens
2020-02-13,American,Not Critical,Brooklyn
2020-02-13,American,Not Critical,Brooklyn
2020-02-20,American,Not Critical,Brooklyn
2020-02-03,Latin American,Critical,Bronx
2020-03-12,Asian,Not Critical,Manhattan
2020-02-26,Asian,Critical,Brooklyn
2020-03-12,Specialty,Not Critical,Manhattan
2020-02-25,Bakery,Not Critical,Manhattan
2020-03-16,Asian,Not Critical,Brooklyn
2020-02-22,Latin/Caribbean,Not Critical,Queens
2020-02-26,American,Not Critical,Manhattan
2020-02-19,Specialty,Not Critical,Manhattan
2020-03-05,Asian,Critical,Queens
2020-02-06,Bakery Products/Desserts,Critical,Manhattan
2020-02-03,Asian,Not Critical,Manhattan
2020-02-03,Asian,Not Critical,Manhattan
2020-02-03,Asian,Not Critical,Manhattan
2020-03-11,Asian,Not Critical,Queens
2020-02-12,Soups & Sandwiches,Critical,Manhattan
2020-03-16,Asian,Not Critical,Queens
2020-02-14,Deli/Buffett,Not Critical,Manhattan
2020-02-06,Latin/Caribbean,Not Critical,Queens
2020-02-06,Latin/Caribbean,Not Critical,Queens
2020-02-06,Latin/Caribbean,Not Critical,Queens
2020-03-12,Latin/Caribbean,Not Critical,Manhattan
2020-03-09,Asian,Critical,Queens
2020-03-05,American,Not Critical,Manhattan
2020-02-19,Mediterranean,Not Critical,Staten Island
2020-02-20,Latin/Caribbean,Not Critical,Brooklyn
2020-02-07,Mediterranean,Not Critical,Manhattan
2020-02-24,Asian,Critical,Brooklyn
2020-02-05,Specialty,Not Critical,Queens
2020-03-04,Soups & Sandwiches,Critical,Brooklyn
2020-02-03,Asian,Not Critical,Bronx
2020-02-25,Asian,Critical,Queens
2020-03-11,Pizza,Not Critical,Queens
2020-02-19,American,Not Critical,Bronx
2020-02-05,American,Not Critical,Manhattan
2020-02-13,American,Not Critical,Staten Island
2020-02-22,Latin/Caribbean,Not Critical,Queens
2020-02-12,Mediterranean,Not Critical,Queens
2020-03-04,American,Not Critical,Queens
2020-03-02,Soups & Sandwiches,Critical,Brooklyn
2020-02-20,American,Critical,Queens
2020-02-24,American,Not Critical,Manhattan
2020-02-24,American,Not Critical,Manhattan
2020-02-13,Asian,Critical,Queens
2020-03-03,Italian,Not Critical,Manhattan
2020-02-11,American,Not Critical,Queens
2020-02-27,American,Not Critical,Manhattan
2020-02-27,American,Not Critical,Manhattan
2020-02-22,Latin/Caribbean,Critical,Queens
2020-02-24,Coffee/Tea,Critical,Manhattan
2020-02-18,Asian,Critical,Queens
2020-02-26,Specialty,Not Critical,Queens
2020-02-20,Italian,Critical,Manhattan
2020-02-26,Pizza,Not Critical,Manhattan
2020-02-26,Pizza,Not Critical,Manhattan
2020-02-04,Pizza,Critical,Manhattan
2020-03-03,Italian,Critical,Staten Island
2020-02-26,Steakhouse,Not Critical,Queens
2020-03-02,International,Not Critical,Manhattan
2020-03-12,Latin/Caribbean,Critical,Brooklyn
2020-03-02,Bakery,Not Critical,Brooklyn
2020-03-02,Bakery,Not Critical,Brooklyn
2020-03-04,American,Not Critical,Staten Island
2020-02-19,Coffee/Tea,Not Critical,Manhattan
2020-02-20,Mediterranean,Not Critical,Brooklyn
2020-03-16,Latin/Caribbean,Not Critical,Brooklyn
2020-03-16,Asian,Critical,Queens
2020-02-27,Mediterranean,Not Critical,Bronx
2020-02-07,International,Critical,Manhattan
2020-02-11,Soups & Sandwiches,Critical,Queens
2020-03-10,Asian,Critical,Queens
2020-02-03,African,Not Critical,Bronx
2020-02-05,Asian,Not Critical,Bronx
2020-02-19,Pizza,Not Critical,Brooklyn
2020-02-12,Italian,Critical,Manhattan
2020-02-18,Asian,Not Critical,Manhattan
2020-03-05,Asian,Critical,Brooklyn
