tstamp,cuisine,critical_flag,borough
2020-01-21,Asian,Critical,Manhattan
2020-01-31,American,Not Critical,Manhattan
2020-01-09,Asian,Not Critical,Manhattan
2020-01-03,American,Critical,Manhattan
2020-01-16,Asian,Not Critical,Brooklyn
2020-01-09,Mexican,Not Critical,Manhattan
2020-01-27,Asian,Not Critical,Brooklyn
2020-01-28,Asian,Critical,Manhattan
2020-01-17,Specialty,Not Critical,Manhattan
2020-01-21,American,Critical,Manhattan
2020-01-17,Specialty,Not Critical,Manhattan
2020-01-10,Soups & Sandwiches,Not Critical,Queens
2020-01-29,Asian,Critical,Queens
2020-01-06,American,Critical,Manhattan
2020-01-02,Bakery,Critical,Queens
2020-01-17,American,Not Critical,Manhattan
2020-01-16,Italian,Critical,Manhattan
2020-01-28,African,Critical,Bronx
2020-01-03,Mediterranean,Not Critical,Manhattan
2020-01-16,Soups/Salads/Sandwiches,Critical,Manhattan
2020-01-16,Soups/Salads/Sandwiches,Critical,Manhattan
2020-01-21,Mediterranean,Not Critical,Queens
2020-01-16,Specialty,Not Critical,Manhattan
2020-01-15,Italian,Not Critical,Staten Island
2020-01-15,Specialty,Not Critical,Manhattan
2020-01-21,American,Not Critical,Brooklyn
2020-01-16,Coffee/Tea,Not Critical,Brooklyn
2020-01-14,Coffee/Tea,Not Critical,Manhattan
2020-01-07,Mediterranean,Critical,Bronx
2020-01-29,Latin/Caribbean,Not Critical,Brooklyn
2020-01-07,Asian,Critical,Queens
2020-01-27,Mediterranean,Not Critical,Brooklyn
2020-01-10,Pizza,Not Critical,Bronx
2020-01-29,Pizza,Critical,Manhattan
2020-01-14,Mexican,Critical,Queens
2020-01-30,Specialty,Critical,Queens
2020-01-27,Asian/Asian Fusion,Critical,Manhattan
2020-01-24,Asian,Critical,Manhattan
2020-01-16,Asian,Not Critical,Manhattan
2020-01-14,American,Critical,Manhattan
2020-01-27,Latin American,Not Critical,Brooklyn
2020-01-02,Mediterranean,Not Critical,Brooklyn
2020-01-02,Mediterranean,Not Critical,Brooklyn
2020-01-28,Asian,Critical,Queens
2020-01-30,Coffee/Tea,Critical,Manhattan
2020-01-03,Mexican,Not Critical,Manhattan
2020-01-22,Mediterranean,Critical,Queens
2020-01-13,Specialty,Critical,Queens
2020-01-14,Asian,Critical,Brooklyn
2020-01-14,International,Critical,Brooklyn
2020-01-30,Asian,Not Critical,Brooklyn
2020-01-31,Pizza,Not Critical,Manhattan
2020-01-07,American,Critical,Manhattan
2020-01-14,American,Not Critical,Staten Island
2020-01-15,Asian,Not Critical,Manhattan
2020-01-09,American,Critical,Queens
2020-01-09,American,Critical,Manhattan
2020-01-30,International,Not Critical,Manhattan
2020-01-13,American,Not Critical,Brooklyn
2020-01-02,Asian,Critical,Queens
2020-01-31,American,Critical,Manhattan
2020-01-21,Asian,Not Critical,Brooklyn
2020-01-14,International,Not Critical,Brooklyn
2020-01-28,Asian,Not Critical,Brooklyn
2020-01-03,Vegan,Not Critical,Manhattan
2020-01-31,American,Critical,Manhattan
2020-01-09,Specialty,Not Critical,Queens
2020-01-21,Italian,Not Critical,Manhattan
2020-01-08,Asian,Not Critical,Queens
2020-01-24,American,Not Critical,Manhattan
2020-01-06,Latin/Caribbean,Critical,Brooklyn
2020-01-06,American,Not Critical,Manhattan
2020-01-28,Specialty,Not Critical,Bronx
2020-01-28,Specialty,Not Critical,Bronx
2020-01-07,Italian,Not Critical,Brooklyn
2020-01-10,American,Critical,Manhattan
2020-01-09,Latin American,Not Critical,Bronx
2020-01-27,Pizza,Not Critical,Queens
2020-01-23,International,Not Critical,Queens
2020-01-03,Bakery Products/Desserts,Not Critical,Brooklyn
2020-01-28,Asian,Critical,Manhattan
2020-01-03,Coffee/Tea,Critical,Manhattan
2020-01-03,American,Critical,Manhattan
2020-01-23,Coffee/Tea,Not Critical,Queens
2020-01-30,Italian,Critical,Manhattan
2020-01-09,Soups & Sandwiches,Not Critical,Manhattan
2020-01-22,American,Critical,Manhattan
2020-01-16,Asian,Critical,Brooklyn
2020-01-28,Soups & Sandwiches,Critical,Queens
2020-01-16,American,Not Critical,Brooklyn
2020-01-29,Bakery,Not Critical,Queens
2020-01-21,American,Critical,Manhattan
2020-01-07,Bakery Products/Desserts,Not Critical,Manhattan
2020-01-08,Asian,Critical,Manhattan
2020-01-10,Italian,Critical,Brooklyn
2020-01-18,Bakery Products/Desserts,Critical,Brooklyn
2020-01-23,Asian/Asian Fusion,Critical,Queens
2020-01-16,American,Not Critical,Brooklyn
2020-01-04,American,Not Critical,Brooklyn
2020-01-27,Asian,Critical,Manhattan
2020-01-21,American,Critical,Manhattan
2020-01-31,Coffee/Tea,Critical,Manhattan
2020-01-27,Specialty,Critical,Manhattan
2020-01-10,American,Not Critical,Queens
2020-01-28,Asian,Critical,Brooklyn
2020-01-06,Other,Not Critical,Queens
2020-01-16,American,Not Critical,Manhattan
2020-01-16,American,Critical,Manhattan
2020-01-15,Latin/Caribbean,Critical,Brooklyn
2020-01-06,American,Critical,Manhattan
2020-01-14,Other,Critical,Manhattan
2020-01-27,Pizza,Not Critical,Manhattan
2020-01-07,Asian,Critical,Manhattan
2020-01-31,Asian,Critical,Manhattan
2020-01-25,Bottled Beverages,Not Critical,Queens
2020-01-29,American,Not Critical,Staten Island
2020-01-25,Vegan,Not Critical,Brooklyn
2020-01-28,Bakery Products/Desserts,Not Critical,Queens
2020-01-09,Asian,Critical,Queens
2020-01-14,Specialty,Critical,Manhattan
2020-01-13,Asian,Critical,Bronx
2020-01-07,Asian,Not Critical,Brooklyn
2020-01-09,Asian,Not Critical,Bronx
2020-01-24,Mexican,Critical,Manhattan
2020-01-18,Latin American,Critical,Queens
2020-01-22,Mexican,Not Critical,Brooklyn
2020-01-24,International,Not Critical,Manhattan
2020-01-08,Latin/Caribbean,Critical,Queens
2020-01-06,Asian,Not Critical,Brooklyn
2020-01-07,Mediterranean,Critical,Brooklyn
2020-01-16,Bottled Beverages,Not Critical,Queens
2020-01-07,Asian,Critical,Queens
2020-01-09,Coffee/Tea,Critical,Manhattan
2020-01-21,Latin American,Not Critical,Brooklyn
2020-01-14,American,Not Critical,Brooklyn
2020-01-15,Asian,Critical,Manhattan
2020-01-15,Asian,Not Critical,Brooklyn
2020-01-06,Mediterranean,Critical,Queens
2020-01-27,Latin American,Not Critical,Queens
2020-01-30,Latin American,Critical,Bronx
2020-01-27,Mediterranean,Not Critical,Brooklyn
2020-01-07,International,Critical,Manhattan
2020-01-17,Latin/Caribbean,Not Critical,Brooklyn
2020-01-15,Deli/Buffett,Not Critical,Queens
2020-01-23,Pizza,Critical,Brooklyn
2020-01-28,Asian,Not Critical,Brooklyn
2020-01-03,Latin American,Critical,Queens
2020-01-23,Coffee/Tea,Not Critical,Brooklyn
2020-01-28,Vegan,Critical,Manhattan
2020-01-09,Italian,Critical,Manhattan
2020-01-22,Bakery,Not Critical,Brooklyn
2020-01-22,Bakery,Not Critical,Brooklyn
2020-01-31,Latin American,Not Critical,Queens
2020-01-13,Specialty,Critical,Brooklyn
2020-01-21,Steakhouse,Critical,Manhattan
2020-01-21,Steakhouse,Critical,Manhattan
2020-01-17,Mexican,Not Critical,Bronx
2020-01-09,American,Critical,Brooklyn
2020-01-03,Latin American,Not Critical,Queens
2020-01-03,Latin American,Not Critical,Queens
2020-01-21,Mediterranean,Not Critical,Manhattan
2020-01-17,American,Not Critical,Manhattan
2020-01-27,Mexican,Critical,Brooklyn
2020-01-29,Deli/Buffett,Not Critical,Manhattan
2020-01-22,Asian,Not Critical,Manhattan
2020-01-27,Italian,Critical,Manhattan
2020-01-31,Italian,Not Critical,Brooklyn
2020-01-31,Italian,Not Critical,Brooklyn
2020-01-15,American,Not Critical,Brooklyn
2020-01-15,American,Not Critical,Brooklyn
2020-01-30,Latin/Caribbean,Not Critical,Manhattan
2020-01-30,Pizza,Critical,Queens
2020-01-28,Specialty,Critical,Brooklyn
2020-01-15,American,Not Critical,Brooklyn
2020-01-24,Coffee/Tea,Critical,Manhattan
2020-01-14,Coffee/Tea,Not Critical,Queens
2020-01-02,Southeast Asian,Not Critical,Manhattan
2020-01-23,Pizza,Critical,Bronx
2020-01-11,American,Critical,Brooklyn
2020-01-24,Specialty,Critical,Manhattan
2020-01-07,Asian,Not Critical,Manhattan
2020-01-22,Asian,Not Critical,Manhattan
2020-01-30,Vegan,Critical,Manhattan
2020-01-13,Pizza,Critical,Bronx
2020-01-22,American,Critical,Brooklyn
2020-01-06,Coffee/Tea,Critical,Brooklyn
2020-01-31,Italian,Not Critical,Brooklyn
2020-01-16,American,Not Critical,Manhattan
2020-01-29,Asian,Critical,Bronx
2020-01-10,Coffee/Tea,Not Critical,Manhattan
2020-01-03,Soups & Sandwiches,Not Critical,Manhattan
2020-01-07,Asian,Not Critical,Manhattan
2020-01-07,Asian,Not Critical,Manhattan
2020-01-06,American,Critical,Brooklyn
2020-01-13,Mexican,Critical,Manhattan
2020-01-27,Asian,Not Critical,Manhattan
2020-01-21,Pizza,Critical,Manhattan
2020-01-02,American,Critical,Manhattan
2020-01-23,Pizza,Not Critical,Bronx
2020-01-03,International,Not Critical,Manhattan
2020-01-15,Bakery Products/Desserts,Critical,Brooklyn
2020-01-29,Specialty,Not Critical,Manhattan
2020-01-14,Soups & Sandwiches,Critical,Staten Island
2020-01-06,Mexican,Critical,Manhattan
2020-01-17,American,Critical,Queens
2020-01-09,Specialty,Not Critical,Bronx
2020-01-09,Specialty,Not Critical,Bronx
2020-01-21,Mediterranean,Not Critical,Queens
2020-01-16,Mediterranean,Critical,Manhattan
2020-01-15,Coffee/Tea,Not Critical,Brooklyn
2020-01-23,Pizza,Not Critical,Queens
2020-01-10,American,Critical,Queens
2020-01-31,American,Critical,Manhattan
2020-01-07,Specialty,Not Critical,Brooklyn
2020-01-31,Coffee/Tea,Critical,Manhattan
2020-01-23,Specialty,Critical,Brooklyn
2020-01-23,Specialty,Critical,Brooklyn
2020-01-13,American,Critical,Manhattan
2020-01-17,International,Not Applicable,Queens
2020-01-27,Soups & Sandwiches,Critical,Manhattan
2020-01-07,American,Critical,Manhattan
2020-01-23,American,Critical,Brooklyn
2020-01-15,Asian,Critical,Queens
2020-01-24,Asian,Critical,Manhattan
2020-01-27,American,Critical,Bronx
2020-01-30,Mediterranean,Critical,Brooklyn
2020-01-18,Deli/Buffett,Critical,Brooklyn
2020-01-17,American,Critical,Manhattan
2020-01-02,American,Critical,Brooklyn
2020-01-17,American,Critical,Queens
2020-01-17,American,Not Critical,Manhattan
2020-01-22,Asian,Not Critical,Queens
2020-01-17,American,Not Critical,Staten Island
2020-01-17,Asian,Critical,Queens
2020-01-02,Coffee/Tea,Critical,Queens
2020-01-16,Asian,Critical,Manhattan
2020-01-17,Mediterranean,Critical,Manhattan
2020-01-13,Coffee/Tea,Critical,Brooklyn
2020-01-27,Asian,Not Critical,Brooklyn
2020-01-16,American,Critical,Manhattan
2020-01-22,Pizza,Critical,Brooklyn
2020-01-28,International,Not Critical,Brooklyn
2020-01-27,American,Critical,Staten Island
2020-01-31,Latin American,Critical,Bronx
2020-01-27,American,Critical,Manhattan
2020-01-22,Asian,Critical,Manhattan
2020-01-07,Asian,Not Critical,Queens
2020-01-02,Asian,Critical,Bronx
2020-01-27,Asian,Not Critical,Manhattan
2020-01-22,American,Critical,Manhattan
2020-01-15,Asian,Not Critical,Manhattan
2020-01-15,Asian,Not Critical,Manhattan
2020-01-14,Asian,Critical,Manhattan
2020-01-31,Mediterranean,Not Critical,Brooklyn
2020-01-14,Mexican,Not Critical,Staten Island
2020-01-07,Mediterranean,Not Critical,Manhattan
2020-01-24,International,Critical,Manhattan
2020-01-06,Italian,Not Critical,Brooklyn
2020-01-23,Asian,Not Critical,Brooklyn
2020-01-06,Asian,Critical,Manhattan
2020-01-31,American,Critical,Manhattan
2020-01-28,Asian,Not Critical,Queens
2020-01-29,Latin/Caribbean,Critical,Brooklyn
2020-01-08,Coffee/Tea,Critical,Brooklyn
2020-01-16,Italian,Critical,Manhattan
2020-01-28,Pizza,Not Critical,Manhattan
2020-01-13,Bakery Products/Desserts,Not Critical,Brooklyn
2020-01-21,Frozen Desserts,Not Critical,Queens
2020-01-08,Soups & Sandwiches,Critical,Manhattan
2020-01-08,Coffee/Tea,Not Critical,Brooklyn
2020-01-18,Coffee/Tea,Critical,Manhattan
2020-01-02,Soups & Sandwiches,Critical,Manhattan
2020-01-07,American,Critical,Manhattan
2020-01-23,Frozen Desserts,Critical,Brooklyn
2020-01-14,Mediterranean,Not Critical,Manhattan
2020-01-25,Latin American,Not Critical,Queens
2020-01-16,Italian,Not Critical,Manhattan
2020-01-14,Asian,Not Critical,Bronx
2020-01-31,International,Not Critical,Manhattan
2020-01-07,Pizza,Not Critical,Bronx
2020-01-13,Pizza,Not Critical,Queens
2020-01-09,Asian,Not Critical,Manhattan
2020-01-02,Pizza,Not Critical,Brooklyn
2020-01-31,American,Not Critical,Brooklyn
2020-01-22,Asian,Critical,Brooklyn
2020-01-22,Asian,Critical,Brooklyn
2020-01-27,Asian,Critical,Brooklyn
2020-01-09,Specialty,Critical,Manhattan
2020-01-16,Asian,Critical,Brooklyn
2020-01-16,Asian,Critical,Manhattan
2020-01-28,Asian,Critical,Brooklyn
2020-01-23,Asian,Critical,Manhattan
2020-01-08,Asian,Critical,Staten Island
2020-01-14,Specialty,Not Critical,Queens
2020-01-15,Asian,Critical,Queens
2020-01-14,Mediterranean,Not Critical,Queens
2020-01-14,Mediterranean,Not Critical,Queens
2020-01-22,Asian,Not Critical,Manhattan
2020-01-10,Coffee/Tea,Not Critical,Queens
2020-01-10,Coffee/Tea,Not Critical,Queens
2020-01-08,Asian,Critical,Brooklyn
2020-01-14,Asian,Not Critical,Manhattan
2020-01-15,International,Critical,Brooklyn
2020-01-15,International,Critical,Brooklyn
2020-01-07,Asian,Critical,Queens
2020-01-13,Asian,Not Critical,Queens
2020-01-13,Asian,Not Critical,Manhattan
2020-01-22,Vegan,Critical,Manhattan
2020-01-15,Asian,Not Critical,Staten Island
2020-01-21,Specialty,Critical,Queens
2020-01-27,Latin/Caribbean,Not Critical,Brooklyn
2020-01-27,Latin/Caribbean,Not Critical,Brooklyn
2020-01-22,Asian,Critical,Queens
2020-01-28,American,Critical,Manhattan
2020-01-13,International,Not Critical,Manhattan
2020-01-10,Italian,Not Critical,Queens
2020-01-07,Italian,Not Critical,Manhattan
2020-01-30,Latin/Caribbean,Critical,Bronx
2020-01-02,Bakery Products/Desserts,Not Critical,Queens
2020-01-30,Coffee/Tea,Critical,Manhattan
2020-01-16,American,Critical,Manhattan
2020-01-10,Latin/Caribbean,Not Critical,Queens
2020-01-17,American,Not Critical,Queens
2020-01-23,Coffee/Tea,Critical,Brooklyn
2020-01-06,Asian,Not Critical,Brooklyn
2020-01-31,Coffee/Tea,Not Critical,Queens
2020-01-24,American,Critical,Manhattan
2020-01-27,Mediterranean,Critical,Brooklyn
2020-01-17,American,Critical,Staten Island
2020-01-09,Asian/Asian Fusion,Critical,Manhattan
2020-01-28,Pizza,Not Critical,Manhattan
2020-01-27,Asian,Not Critical,Queens
2020-01-17,International,Critical,Manhattan
2020-01-16,Pizza,Critical,Bronx
2020-01-13,Latin/Caribbean,Not Critical,Queens
2020-01-13,Latin/Caribbean,Not Critical,Queens
2020-01-25,Asian,Critical,Queens
2020-01-09,Latin/Caribbean,Critical,Queens
2020-01-17,Asian,Critical,Manhattan
2020-01-16,Bakery,Not Critical,Brooklyn
2020-01-16,Bakery,Not Critical,Brooklyn
2020-01-02,Asian,Not Critical,Bronx
2020-01-02,Asian,Not Critical,Bronx
2020-01-08,Mediterranean,Critical,Brooklyn
2020-01-29,Asian,Not Critical,Brooklyn
2020-01-29,Asian,Not Critical,Brooklyn
2020-01-28,Specialty,Not Critical,Manhattan
2020-01-27,American,Critical,Brooklyn
2020-01-15,American,Not Critical,Brooklyn
2020-01-16,Pizza,Critical,Bronx
2020-01-14,Latin/Caribbean,Not Critical,Queens
2020-01-14,Latin/Caribbean,Not Critical,Queens
2020-01-25,Asian,Critical,Queens
2020-01-29,Asian/Asian Fusion,Critical,Manhattan
2020-01-13,American,Critical,Manhattan
2020-01-31,Steakhouse,Not Critical,Manhattan
2020-01-29,Specialty,Critical,Brooklyn
2020-01-29,Specialty,Critical,Queens
2020-01-28,Mediterranean,Not Critical,Manhattan
2020-01-22,Asian,Critical,Queens
2020-01-31,International,Critical,Manhattan
2020-01-14,American,Critical,Brooklyn
2020-01-10,Pizza,Not Critical,Bronx
2020-01-03,American,Not Critical,Queens
2020-01-07,Asian,Not Critical,Brooklyn
2020-01-13,American,Not Critical,Queens
2020-01-03,Coffee/Tea,Critical,Manhattan
2020-01-14,Mexican,Not Critical,Manhattan
2020-01-13,Asian,Critical,Bronx
2020-01-13,Asian,Critical,Manhattan
2020-01-31,Coffee/Tea,Not Critical,Queens
2020-01-31,Coffee/Tea,Not Critical,Queens
2020-01-31,Coffee/Tea,Not Critical,Queens
2020-01-29,American,Not Critical,Manhattan
2020-01-31,American,Not Critical,Brooklyn
2020-01-15,American,Not Critical,Brooklyn
2020-01-22,Bakery,Critical,Brooklyn
2020-01-10,Coffee/Tea,Critical,Brooklyn
2020-01-09,Asian,Not Critical,Manhattan
2020-01-02,Asian,Not Critical,Queens
2020-01-22,Asian,Critical,Brooklyn
2020-01-13,American,Not Critical,Manhattan
2020-01-22,American,Not Critical,Manhattan
2020-01-22,American,Not Critical,Manhattan
2020-01-28,Asian,Critical,Queens
2020-01-06,Soups & Sandwiches,Not Critical,Brooklyn
2020-01-10,American,Critical,Queens
2020-01-28,Latin/Caribbean,Critical,Queens
2020-01-09,Vegan,Not Critical,Brooklyn
2020-01-08,Mexican,Not Critical,Brooklyn
2020-01-07,Mexican,Not Critical,Manhattan
2020-01-07,Latin American,Critical,Bronx
2020-01-24,Asian,Critical,Manhattan
2020-01-07,Coffee/Tea,Critical,Manhattan
2020-01-17,Mediterranean,Critical,Manhattan
2020-01-22,Asian,Critical,Queens
2020-01-28,Latin American,Not Critical,Queens
2020-01-10,American,Not Critical,Manhattan
2020-01-31,American,Critical,Manhattan
2020-01-28,Coffee/Tea,Critical,Brooklyn
2020-01-28,Latin American,Critical,Queens
2020-01-13,Asian,Not Critical,Bronx
2020-01-17,Mediterranean,Not Critical,Brooklyn
2020-01-10,Soups & Sandwiches,Critical,Queens
2020-01-25,Mediterranean,Not Critical,Brooklyn
2020-01-07,Latin American,Critical,Brooklyn
2020-01-23,Specialty,Not Critical,Brooklyn
2020-01-21,American,Not Critical,Brooklyn
2020-01-21,American,Not Critical,Brooklyn
2020-01-06,Asian/Asian Fusion,Not Critical,Brooklyn
2020-01-28,Specialty,Critical,Bronx
2020-01-30,Italian,Critical,Manhattan
2020-01-29,Asian,Not Critical,Manhattan
2020-01-25,Latin American,Critical,Bronx
2020-01-08,Coffee/Tea,Critical,Manhattan
2020-01-14,Asian,Critical,Manhattan
2020-01-10,Asian,Critical,Brooklyn
2020-01-14,Asian,Not Critical,Manhattan
2020-01-14,Asian,Not Critical,Manhattan
2020-01-29,Latin/Caribbean,Not Critical,Bronx
2020-01-08,Asian,Critical,Brooklyn
2020-01-25,Mediterranean,Critical,Brooklyn
2020-01-28,American,Critical,Queens
2020-01-14,Specialty,Critical,Queens
2020-01-27,Asian,Not Critical,Brooklyn
2020-01-06,Specialty,Not Critical,Bronx
2020-01-06,Specialty,Not Critical,Bronx
2020-01-29,Mediterranean,Not Critical,Brooklyn
2020-01-30,American,Critical,Brooklyn
2020-01-22,Asian/Asian Fusion,Critical,Manhattan
2020-01-21,American,Critical,Manhattan
2020-01-08,American,Not Critical,Brooklyn
2020-01-14,Pizza,Not Critical,Bronx
2020-01-14,Pizza,Not Critical,Bronx
2020-01-14,Pizza,Not Critical,Bronx
2020-01-07,Mexican,Critical,Manhattan
2020-01-29,American,Critical,Brooklyn
2020-01-23,Asian,Critical,Manhattan
2020-01-08,Mediterranean,Not Critical,Manhattan
2020-01-22,Asian,Critical,Brooklyn
2020-01-17,Asian,Critical,Brooklyn
2020-01-14,Soups & Sandwiches,Critical,Queens
2020-01-02,American,Critical,Manhattan
2020-01-02,Pizza,Not Critical,Manhattan
2020-01-23,Italian,Not Critical,Brooklyn
2020-01-28,Asian,Not Critical,Queens
2020-01-28,Asian,Not Critical,Queens
2020-01-07,Specialty,Critical,Manhattan
2020-01-28,Latin/Caribbean,Critical,Brooklyn
2020-01-13,American,Not Critical,Brooklyn
2020-01-17,Mediterranean,Not Critical,Brooklyn
2020-01-29,Mediterranean,Not Critical,Manhattan
2020-01-14,Bakery Products/Desserts,Not Critical,Queens
2020-01-27,Pizza,Critical,Brooklyn
2020-01-02,American,Not Critical,Manhattan
2020-01-27,Asian,Not Critical,Manhattan
2020-01-16,Asian,Not Critical,Manhattan
2020-01-16,Asian,Not Critical,Manhattan
2020-01-07,Asian,Not Critical,Queens
2020-01-06,American,Critical,Brooklyn
2020-01-24,Asian,Not Critical,Brooklyn
2020-01-24,Asian,Not Critical,Brooklyn
2020-01-28,Specialty,Critical,Bronx
2020-01-07,American,Critical,Manhattan
2020-01-22,Specialty,Not Critical,Manhattan
2020-01-08,Latin American,Not Applicable,Queens
2020-01-30,Bakery Products/Desserts,Critical,Manhattan
2020-01-22,Latin/Caribbean,Critical,Queens
2020-01-29,Asian,Critical,Brooklyn
2020-01-03,Asian,Critical,Queens
2020-01-22,Pizza,Not Critical,Brooklyn
2020-01-07,Mediterranean,Not Critical,Queens
2020-01-06,American,Not Critical,Manhattan
2020-01-13,Mexican,Critical,Bronx
2020-01-17,Asian,Not Critical,Queens
2020-01-06,Coffee/Tea,Critical,Manhattan
2020-01-14,Specialty,Critical,Queens
2020-01-14,Latin/Caribbean,Not Critical,Queens
2020-01-03,Pizza,Not Critical,Manhattan
2020-01-14,American,Not Critical,Manhattan
2020-01-08,Specialty,Not Critical,Manhattan
2020-01-06,Asian,Critical,Brooklyn
2020-01-31,Latin American,Critical,Brooklyn
2020-01-29,Asian,Critical,Manhattan
2020-01-07,American,Critical,Manhattan
2020-01-31,Coffee/Tea,Not Critical,Brooklyn
2020-01-15,Specialty,Not Critical,Bronx
2020-01-31,Asian,Not Critical,Brooklyn
2020-01-28,Bakery Products/Desserts,Not Critical,Queens
2020-01-29,Specialty,Critical,Brooklyn
2020-01-30,American,Not Critical,Queens
2020-01-14,Latin/Caribbean,Critical,Manhattan
2020-01-08,Coffee/Tea,Critical,Brooklyn
2020-01-23,Asian,Not Critical,Manhattan
2020-01-15,Pizza,Critical,Queens
2020-01-03,International,Not Critical,Manhattan
2020-01-21,Pizza,Not Critical,Manhattan
2020-01-15,Latin/Caribbean,Critical,Bronx
2020-01-23,Pizza,Not Critical,Bronx
2020-01-13,American,Not Critical,Manhattan
2020-01-16,American,Critical,Manhattan
2020-01-25,American,Critical,Brooklyn
2020-01-23,Coffee/Tea,Not Critical,Brooklyn
2020-01-08,Bakery Products/Desserts,Critical,Brooklyn
2020-01-09,Italian,Not Critical,Manhattan
2020-01-10,American,Not Critical,Brooklyn
2020-01-17,Asian,Critical,Bronx
2020-01-31,Italian,Critical,Manhattan
2020-01-03,Specialty,Not Critical,Queens
2020-01-03,Specialty,Not Critical,Queens
2020-01-08,Pizza,Critical,Queens
2020-01-27,Mexican,Not Critical,Bronx
2020-01-08,American,Critical,Brooklyn
2020-01-24,American,Critical,Manhattan
2020-01-09,Asian,Not Critical,Queens
2020-01-21,Coffee/Tea,Critical,Queens
2020-01-22,Mediterranean,Not Critical,Manhattan
2020-01-23,Coffee/Tea,Critical,Manhattan
2020-01-09,Mediterranean,Not Critical,Bronx
2020-01-30,Asian,Critical,Queens
2020-01-09,Asian,Critical,Queens
2020-01-23,Specialty,Not Critical,Brooklyn
2020-01-24,Asian/Asian Fusion,Not Critical,Manhattan
2020-01-24,Asian/Asian Fusion,Not Critical,Manhattan
2020-01-09,Latin/Caribbean,Critical,Queens
2020-01-16,American,Not Critical,Brooklyn
2020-01-16,American,Not Critical,Brooklyn
2020-01-02,Asian,Critical,Bronx
2020-01-27,Latin/Caribbean,Critical,Brooklyn
2020-01-23,Mediterranean,Critical,Manhattan
2020-01-31,American,Not Critical,Brooklyn
2020-01-09,Steakhouse,Critttical,Queens
2020-01-22,Coffee/Tea,Not Critical,Manhattan
2020-01-13,Specialty,Not Critical,Bronx
2020-01-30,American,Not Critical,Brooklyn
2020-01-02,Pizzaaa,Critical,Brooklyn
2020-01-14,American,Not Critical,Queens
2020-01-30,Mediterranean,Not Critiical,Manhattan
2020-01-29,American,Not Critical,Brooklyn
2020-01-15,Asian,Critical,Queens
2020-01-14,International,Not Critical,Manhattan
2020-01-04,American,Not Critical,Brooklyn
2020-01-07,Latin/Caribbean,Critical,Bronx
2020-01-07,Asian,Not Critical,Brooklyn
2020-01-29,American,Not Critical,Brooklyn
2020-01-06,Mediterranean,Critical,Queens
2020-01-16,American,Critical,Brooklyn
2020-01-27,Specialty,Critical,Brooklyn
2020-01-09,Bakery,Critical,Brooklyn
2020-01-31,Latin/Caribbean,Critical,Queens
2020-01-22,Mediterranean,Not Critical,Manhattan
2020-01-22,Bakery,Critical,Brooklyn
2020-01-31,Pizza,Critical,Manhattan
2020-01-16,Latin/Caribbean,Not Critical,Queens
2020-01-25,American,Not Critical,Bronx
2020-01-15,International,Not Critical,Brooklyn
2020-01-15,Other,Not Critical,Brooklyn
2020-01-24,Asian,Critical,Queens
2020-01-13,Asian,Not Critical,Manhattan
2020-01-15,Latin/Caribbean,Not Critical,Queens
2020-01-24,Asian,Critical,Manhattan
2020-01-15,Bakery,Not Critical,Brooklyn
2020-01-02,Bakery,Not Critical,Bronx
2020-01-31,American,Critical,Brooklyn
2020-01-02,Latin American,Not Critical,Bronx
2020-01-08,Asian,Not Critical,Manhattan
2020-01-07,American,Critical,Manhattan
2020-01-28,Soups & Sandwiches,Critical,Queens
2020-01-06,American,Critical,Manhattan
2020-01-22,Pizza,Not Critical,Brooklyn
2020-01-22,Mediterranean,Not Critical,Queens
2020-01-22,Asian,Critical,Manhattan
2020-01-27,Italian,Not Critical,Manhattan
2020-01-27,Italian,Not Critical,Manhattan
2020-01-27,Latin/Caribbean,Critical,Brooklyn
2020-01-02,American,Not Critical,Bronx
2020-01-06,Specialty,Critical,Manhattan
2020-01-27,Latin/Caribbean,Critical,Brooklyn
2020-01-29,Latin/Caribbean,Critical,Queens
2020-01-31,American,Not Critical,Manhattan
2020-01-28,Bakery Products/Desserts,Critical,Queens
2020-01-17,American,Critical,Manhattan
2020-01-23,American,Not Critical,Brooklyn
2020-01-09,American,Critical,Brooklyn
2020-01-02,Asian,Not Critical,Brooklyn
2020-01-08,Asian,Not Critical,Brooklyn
2020-01-07,Mediterranean,Not Critical,Manhattan
2020-01-03,Coffee/Tea,Not Critical,Brooklyn
2020-01-03,Coffee/Tea,Not Critical,Brooklyn
2020-01-03,Coffee/Tea,Not Critical,Brooklyn
2020-01-28,Mediterranean,Critical,Manhattan
2020-01-21,Mexican,Critical,Queens
2020-01-28,Mediterranean,Not Critical,Queens
2020-01-25,Latin American,Not Critical,Queens
2020-01-23,Coffee/Tea,Not Critical,Brooklyn
2020-01-31,Latin American,Not Critical,Queens
2020-01-30,Bakery Products/Desserts,Not Critical,Brooklyn
2020-01-09,Mexican,Not Critical,Manhattan
2020-01-06,Asian,Critical,Brooklyn
2020-01-15,American,Not Critical,Brooklyn
2020-01-14,Mexican,Critical,Queens
2020-01-22,American,Critical,Brooklyn
2020-01-28,Specialty,Critical,Bronx
2020-01-18,American,Not Critical,Queens
2020-01-30,Asian,Critical,Brooklyn
2020-01-30,Specialty,Not Critical,Bronx
2020-01-06,Bakery,Not Critical,Queens
2020-01-16,Italian,Critical,Manhattan
